id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
70820,City View - Sarah's double room.,360195,Sarah,,Windmill Hill,51.43994,-2.59173,Private room,32,7,156,2019-09-12,1.83,4,44
117122,City Centre-Waterside Retreat,591555,Marcus,,Clifton,51.45051,-2.61054,Private room,96,1,144,2019-06-09,2.45,1,362
176306,The White Room -  Central Bristol Art House Garden,708175,Orla,,Bedminster,51.44101,-2.60121,Private room,29,21,39,2013-01-21,0.37,1,28
307634,Peaceful Safe Home & Clear Space 'The Lilac Room',1582810,Wendy,,Easton,51.46641,-2.55533,Private room,30,3,21,2020-09-12,0.42,2,171
322906,HUGE Room CENTRAL location House,1156132,Sue And Toby,,Ashley,51.46668,-2.58274,Private room,69,2,80,2015-07-20,0.98,2,71
341227,Listed Georgian house in the heart of Bristol.,237360,Samantha,,Ashley,51.46661,-2.58709,Entire home/apt,418,2,83,2019-03-17,1.40,1,312
390781,Cosy large room near TV studios & Paintworks,1954565,Fiona,,Brislington West,51.444444726892165,-2.557825283357534,Private room,28,2,36,2019-11-27,0.32,1,0
399681,Historic Trym House - five star!,1941316,Kevin & Lesley,,Westbury-on-Trym & Henleaze,51.49508,-2.61715,Private room,80,2,64,2016-06-06,0.93,1,48
407485,Bristol Luxury Garden Apartment,2029719,Ingrid,,Ashley,51.46941,-2.58166,Entire home/apt,93,2,257,2020-04-14,2.64,1,313
421205,The dog lovers haven,2094659,Lis,,Ashley,51.46547,-2.58458,Private room,26,1,160,2019-04-15,2.05,1,290
422956,Modern inner city 3 bed eco house,2103297,Lois,,Redland,51.47331,-2.60598,Entire home/apt,180,2,337,2018-09-09,4.96,2,291
554813,Central Double Room With Your Own Bathroom,2727252,Rich & Ray,,Lawrence Hill,51.45591,-2.57803,Private room,43,1,190,2019-12-30,1.79,1,47
753655,Edwardian house in central Bristol,3647954,Cath,,Southville,51.44553,-2.60413,Private room,51,1,269,2017-07-13,3.31,2,317
758894,"Clifton Village, superfast internet, car permits",3996407,Joanna,,Clifton,51.45524,-2.62168,Entire home/apt,134,3,405,2020-08-09,5.60,1,283
868888,Large double room with breakfast,4577089,Rohan,,Eastville,51.47305,-2.54617,Private room,22,7,9,2018-03-29,0.23,2,228
870076,Cosy Single Bedroom in Southville,3647954,Cath,,Southville,51.44593,-2.60309,Private room,39,1,159,2019-06-02,1.64,2,288
942226,BnB in Barn with 2 ensuite Bedrooms,2103297,Lois,,Redland,51.47513,-2.60474,Entire home/apt,120,2,256,2019-09-02,2.66,2,274
979236,large ensuite with seating area,1156132,Sue And Toby,,Ashley,51.46665,-2.58284,Private room,69,1,166,2015-07-17,2.26,2,76
995235,Clifton Towers Bristol B and B,5466703,Marie,,Clifton,51.45308,-2.61544,Private room,53,1,287,2021-06-10,6.89,1,307
1033484,Tranquil Room near City Centre,5687726,Joanne,,Ashley,51.46307,-2.57982,Private room,37,2,310,2018-12-24,3.65,2,40
1096853,"Lovely quiet, clean, Double Bed+Single, with tv",487598,Maggie,,Easton,51.46907,-2.56077,Private room,28,1,408,2018-07-19,4.31,3,148
1096947,"Lovely quiet, clean, cosy room, Double Bed, tv",487598,Maggie,,Easton,51.46821,-2.56019,Private room,27,1,365,2020-03-20,3.82,3,151
1166104,Private room in ‘Garden Square' Georgian townhouse,6386989,Anne + Iain,,Clifton,51.45169,-2.62087,Private room,35,3,72,2017-08-19,0.73,2,135
1180148,"Large, comfortable, elegant and quiet room",6456324,Gavin,,Knowle,51.43859,-2.56536,Private room,44,2,18,2021-07-04,0.18,2,222
1329265,"Excellent central location, perfect for visitors",7144675,Stephanie,,Lawrence Hill,51.45952,-2.57379,Private room,36,2,201,2019-12-02,2.40,1,207
1337681,Stylish Family Home in Amazing Location,7254449,Tamsin,,Stoke Bishop,51.47366,-2.63905,Entire home/apt,600,7,15,2017-12-28,0.16,2,316
1457693,Cosy single room with breakfast,4577089,Rohan,,Eastville,51.47371,-2.54602,Private room,20,20,15,2020-11-15,0.21,2,233
1536968,Blanket Box - Sarah's large Room,360195,Sarah,,Windmill Hill,51.44049,-2.5922,Private room,40,2,108,2019-04-15,1.84,4,45
1623879,Homestay - Single Room in Bristol,8635028,John,,Henbury & Brentry,51.51255,-2.60012,Private room,22,3,137,2017-04-07,1.61,1,324
1906645,"Sunny, stylish home-great location- Free Parking",9487977,Abi,,Cotham,51.46669,-2.59684,Entire home/apt,100,21,46,2019-10-24,0.77,1,132
2006472,Large Double Room Close to Centre,10328734,Patrick,,Southville,51.44483,-2.60435,Private room,30,1,273,2019-10-12,3.03,1,2
2164660,Lovely light attic room,5905890,Stella,,Easton,51.46988,-2.56336,Private room,30,1,196,2019-05-30,2.57,1,109
2235568,A Cool Place in Montpelier !,11413122,Tony,,Ashley,51.46774,-2.58777,Private room,35,3,271,2020-03-12,3.30,3,84
2404407,Brooklyn-Style Art Loft With Balcony & Free Prk,11141720,Mike And Phil,,Brislington West,51.44337,-2.56794,Entire home/apt,246,2,89,2018-04-13,1.06,7,33
2446524,A home away from home!,12510269,Namrata,,Clifton,51.46097,-2.62344,Private room,35,1,17,2018-03-25,0.36,2,196
2523293,A stay in a home from home!,12510269,Namrata,,Clifton,51.46098,-2.62405,Private room,32,1,119,2018-07-22,3.34,2,304
2793019,Cute Quirky Flat in Prime Location,13804437,Kathleen,,Ashley,51.46545,-2.58329,Entire home/apt,30,4,63,2019-08-14,1.32,1,13
2819807,Small bright room in Clifton,14425470,Nuccia,,Clifton,51.45851,-2.62321,Private room,29,2,299,2019-08-16,4.05,1,43
3118604,Quiet Modern Flat 5 mins from Temple Meads,15845284,Sam,,Lawrence Hill,51.45276,-2.57911,Entire home/apt,47,1,252,2018-06-04,3.56,1,252
3365141,Quiet + large ensuite double room,7588995,Olivia,,Ashley,51.46816,-2.58244,Private room,50,1,339,2018-11-04,4.49,1,335
3457246,lovely single room in quiet house,17422981,Kath,,Stockwood,51.41205,-2.55552,Private room,20,90,35,2020-12-31,0.45,1,198
3468287,Double-bedroom to rent near city centre,17474076,Monica,,Lawrence Hill,51.46052,-2.56626,Private room,18,90,88,2019-09-04,1.28,1,184
3490531,Modern Clifton Town House,650181,Jeremy,,Clifton Down,51.46692,-2.60854,Private room,46,5,13,2021-06-25,0.15,1,77
3490779,"Lovely quiet, clean room, Double Bed, tv",487598,Maggie,,Easton,51.46796,-2.56088,Private room,29,1,303,2018-05-26,3.64,3,148
3635586,"Bright and airy 1-bed flat, nr Clifton & BBC",18332468,Zanna,,Clifton Down,51.46653,-2.61032,Entire home/apt,89,4,76,2021-06-03,0.91,1,72
3766960,✓Walk Score 78✓6 Parking✓Garden✓King Bed✓Sun Patio,19298185,Roz,,Brislington West,51.43744,-2.55731,Entire home/apt,200,3,64,2018-11-25,1.01,1,200
3788534,"Light, airy single room. 10mins walk from Centre.",19228735,Jude,,Southville,51.44525,-2.60523,Private room,34,2,158,2019-06-15,2.19,1,86
3879902,Tranquil Double Room near City Centre,5687726,Joanne,,Lawrence Hill,51.46306,-2.57796,Private room,46,2,136,2019-12-08,2.28,2,322
3906876,Luxury Harbour Side Apartment,20235167,Robert,,Hotwells & Harbourside,51.44923,-2.60908,Entire home/apt,232,7,38,2019-09-30,0.46,1,353
3960179,FABULOUS!!!,20522861,Peter,,Avonmouth & Lawrence Weston,51.49699,-2.6466,Entire home/apt,149,5,1,2016-04-27,0.02,2,308
3975847,"Victorian house, room with double bed and en suite",20605126,Val,,Clifton Down,51.47077,-2.61189,Private room,45,1,84,2019-07-02,1.66,2,13
4086139,"Beautiful room and bathroom, central location",21194896,Sue,,Cotham,51.46225,-2.59804,Private room,52,2,622,2019-12-29,7.75,1,83
4130880,Cosy double room. Parking. Breakfast. Staycation.,21295528,Helen,,Southville,51.44062,-2.60893,Private room,35,28,222,2017-08-04,3.05,2,203
4315598,Amazing location  Heart of Bristol,7607380,Jerry And Jacqui,,Hotwells & Harbourside,51.44695,-2.6032,Private room,50,2,329,2019-05-14,5.85,2,317
4438036,"2 beautiful double bedrooms, central Bristol",8618313,Luke & Caroline,,Cotham,51.4644,-2.60411,Private room,90,1,109,2020-02-02,1.74,2,37
4454288,Beautiful large ensuite bedroom in central Bristol,8618313,Luke & Caroline,,Cotham,51.46506,-2.60529,Private room,45,2,191,2021-06-16,2.57,2,26
4466441,A piece of country in the city!,9253023,Suzan,,Eastville,51.47924,-2.54673,Private room,25,1,93,2016-11-27,1.23,1,44
4521395,"Tranquil studio flat, easy access central Bristol",23421319,Ian,,Brislington East,51.45166,-2.54502,Entire home/apt,54,2,114,2017-09-21,1.51,1,299
4543852,Cosy Eco-Cabin with lake views,23560849,Ruby,,Eastville,51.47682,-2.55623,Entire home/apt,70,2,409,2019-12-03,6.41,2,67
5027387,Franks Place,24770635,Kerry,,Stoke Bishop,51.47473,-2.62571,Entire home/apt,132,2,108,2016-06-05,1.53,1,224
5142750,City centre living.,26587090,Tom,,Central,51.45513,-2.58535,Entire home/apt,100,2,0,,,1,178
5267860,"Central Bristol - A lovely, homely garden flat",27267193,Catherine,,Redland,51.4697,-2.59458,Entire home/apt,72,1,141,2020-03-09,4.17,1,263
5393069,Two bed flat Clifton+Balcony+Parkng,27954975,Johnie,,Clifton Down,51.4583,-2.60922,Entire home/apt,89,2,341,2019-12-27,5.19,3,308
5441708,Cosy Attic Room in Southville,28214217,Sarah,,Southville,51.44329,-2.60839,Private room,29,2,64,2016-11-11,0.83,1,38
5566863,Family home in central Bristol,25648545,Rob,,Redland,51.47278,-2.59713,Entire home/apt,120,2,13,2016-08-13,0.62,1,199
5613882,one double room,10368086,Sara,,Cotham,51.47158,-2.6111,Private room,90,1,48,2017-08-28,1.00,1,80
5649344,Double room with amazing city views in family home,29271997,Katy,,Knowle,51.43865,-2.57297,Private room,55,2,25,2018-12-06,0.76,1,56
5727533,Large family home close to centre,28520687,Ciara,,Bishopston & Ashley Down,51.47953,-2.58575,Entire home/apt,160,3,7,2017-04-17,0.15,1,76
5752786,Big 4 poster bedroom with shower on Gloucester Rd,29674675,Prue,,Redland,51.47619,-2.59096,Private room,40,1,218,2018-11-03,4.41,2,286
5890872,"Private cosy flat, free road parking and garden",25846068,Liz And James,,Windmill Hill,51.43808,-2.59473,Entire home/apt,53,2,276,2020-11-30,3.68,1,278
6102243,Luxury Apartment with Roof Garden & 360 City Views,14666719,Carl,,Bedminster,51.43723,-2.60298,Entire home/apt,120,1,122,2019-09-11,2.71,1,324
6127021,Large Light & airy ensuite room (private bathroom),13093021,Katie,,Central,51.4624,-2.60707,Private room,36,5,34,2020-02-29,0.61,3,88
6307289,Large en-suite just off high street,4656507,Travis,,Redland,51.47087,-2.59366,Private room,42,45,9,2016-09-18,0.12,1,83
6347144,Stylish & Relaxing Loft Overlooking The River+Prk,11141720,Mike And Phil,,Brislington West,51.44354,-2.56833,Entire home/apt,134,2,112,2018-06-22,1.50,7,31
6362232,Views. Sleeps 1-4. Ensuite. Kitchenette. Parking.,21295528,Helen,,Southville,51.44166,-2.6081,Private room,49,2,545,2021-07-12,7.37,2,274
6376019,Double room with private lounge and bathroom,5100050,Andy,,Ashley,51.46378,-2.58375,Private room,35,2,37,2021-07-09,0.98,1,280
6388411,City centre 2 dbl bedroom & garden.,2914982,Syadid,,Lawrence Hill,51.45715,-2.58266,Entire home/apt,120,1,212,2020-08-18,3.23,1,137
6399904,Lovely Double Room in Southville,27540782,Sophia,,Southville,51.4444,-2.60854,Private room,38,3,26,2021-07-03,0.35,3,114
6568875,Spacious 2 bed in the heart of Bristol,21160367,Sophie,,Clifton,51.45017,-2.62164,Entire home/apt,85,10,144,2020-01-04,2.09,2,258
6613273,dingle corner a delightful and spacious house,34607760,Peter,,Avonmouth & Lawrence Weston,51.49545,-2.64907,Entire home/apt,149,7,6,2021-05-14,0.09,1,315
6654903,City centre double: with river views + breakfast,33952114,Mark And Corinne,,Hotwells & Harbourside,51.44693,-2.60373,Private room,59,2,70,2020-02-16,2.74,2,5
6686556,Victorian terrace within easy reach of the city,6674235,Adam,,Brislington West,51.43704,-2.55269,Entire home/apt,129,2,0,,,1,247
6809380,Room in friendly household,9266236,Catherine,,Bishopston & Ashley Down,51.48448,-2.58776,Private room,29,2,40,2017-08-08,0.79,2,5
6818070,2 DoubleBed Flat in Victorian home,29944566,Susie,,Ashley,51.47004,-2.5815,Entire home/apt,114,1,64,2015-10-03,0.96,1,0
6874942,Garden Flat near Whiteladies Road with Parking,12329887,Sarah & Mark,,Clifton Down,51.46635,-2.61155,Entire home/apt,83,2,380,2019-09-15,5.53,1,233
7120612,Pill Harbourside double bedroom,19909822,Alan,,Avonmouth & Lawrence Weston,51.48172,-2.68321,Private room,38,2,14,2015-10-28,0.20,1,365
7126385,Lovely double room in family home,13093021,Katie,,Central,51.46088,-2.6071,Private room,27,5,32,2019-05-02,0.66,3,118
7141508,A Unique Bristol Harbour Apartment With Parking!,37400137,Angela,,Hotwells & Harbourside,51.45034,-2.60618,Entire home/apt,121,3,94,2021-02-22,3.36,1,194
7159559,1 bed apartment - Central Bristol,37494463,Scarlett,,Lawrence Hill,51.45663,-2.58261,Entire home/apt,62,1,319,2020-07-05,4.50,1,281
7333434,Charming and Light Victorian House,37134676,Sally,,St George West,51.4604,-2.55036,Entire home/apt,80,2,164,2019-12-22,2.35,1,89
7366399,Stunning large Victorian house by park,14410812,Peter,,Ashley,51.47314,-2.5868,Entire home/apt,190,5,12,2016-05-30,0.17,1,210
7409409,Cosy dbl bed nr cntr,38822661,Joe,,Windmill Hill,51.43882,-2.59344,Private room,28,14,5,2015-11-02,0.07,1,73
7590718,Spacious apartment Heart of Clifton,37569684,The Schrijver Family,,Clifton,51.45805,-2.6143,Entire home/apt,96,2,380,2021-06-30,5.43,1,4
7591680,"Calm and lovely, near city centre",15930299,Simon,,Cotham,51.4637,-2.59529,Private room,28,16,13,2021-06-12,0.18,1,265
7592135,Clifton Stylish 1 Bed & Parkng,35535415,Sally,,Clifton,51.45221,-2.6173,Entire home/apt,110,2,46,2020-03-31,0.70,1,226
7677840,"Attic room, spectacular views, nr centre, b.fast",9435176,Cecilia,,Ashley,51.46796,-2.58824,Private room,30,1,173,2019-03-14,2.40,1,138
7784124,Coach House in Clifton Village,40952905,Cathy,,Clifton,51.45761,-2.61821,Entire home/apt,71,7,95,2018-09-08,1.58,1,293
7824532,"Twin room / superking  bed  Shirehampton, Bristol",6466360,Rebecca,,Avonmouth & Lawrence Weston,51.48589,-2.67212,Private room,30,1,14,2021-07-10,1.18,1,346
7883245,Double room in excellent Clifton location,37533889,Sarah,,Clifton Down,51.45745,-2.60951,Private room,50,2,70,2019-05-04,1.18,2,114
7900542,Spacious room in Victorian house,40009065,Lin & Jim,,Bishopston & Ashley Down,51.47926,-2.58416,Private room,45,1,165,2020-09-20,2.56,2,70
7909436,Bristol self-catering studio+kitchen+parking,11877178,Jaya,,Knowle,51.43094,-2.56538,Entire home/apt,60,2,338,2019-07-08,6.53,1,333
8025707,Quiet en-suite Attic Room with blackout blinds,40009065,Lin & Jim,,Bishopston & Ashley Down,51.48012,-2.585,Private room,35,1,173,2018-06-02,2.42,2,151
8030276,Comfortable Double Whitehall BS5,30423666,Maureen,,Easton,51.46166,-2.5603,Private room,35,1,37,2017-11-19,0.64,1,11
8097937,"Lovely, sunny, double room",18833150,Andrew,,Redland,51.47828,-2.59379,Private room,35,1,383,2019-08-19,5.39,1,165
8142384,Charming loft room with own shower,41369557,Jonathan,,Ashley,51.46985,-2.58821,Private room,45,2,1,2015-09-05,0.01,1,180
8161251,A lovely kingsize room in Horfield,39471780,Daniel  & Jess,,Horfield,51.49404,-2.57874,Private room,35,1,99,2018-07-07,1.41,1,137
8360999,Bright Private double room in Bristol.,44069219,Judy,,Brislington West,51.44395,-2.55065,Private room,32,2,33,2020-09-30,0.47,1,67
8459588,King size bed and spacious bedroom,36473704,Bego,,Easton,51.45585,-2.55375,Private room,38,1,24,2015-12-06,0.34,2,75
8529713,"Stunning House, Amazing Views, Kid Friendly",7862664,James,,Ashley,51.46905,-2.5859,Entire home/apt,120,4,14,2019-08-13,0.20,1,297
8544115,South Bristol - Bright Loft Space,44979965,Chris,,Bedminster,51.43263,-2.62532,Private room,46,1,172,2018-09-15,2.44,2,212
8560539,Warehouse Conversion at Paintworks+Parking,11141720,Mike And Phil,,Brislington West,51.44313,-2.56798,Entire home/apt,229,2,67,2019-08-09,0.97,7,27
8561053,Self contained studio apartment,45057972,Guy And Bliss,,Eastville,51.47757,-2.54138,Entire home/apt,51,2,166,2020-12-08,2.39,1,296
8578293,"City View, Woodburner or Blanket Box room.",360195,Sarah,,Windmill Hill,51.44024,-2.59174,Private room,32,7,53,2020-03-05,1.67,4,59
8735246,Quirky flat with private deck in Bristol centre!,45831113,Harry,,Lawrence Hill,51.45604,-2.57932,Entire home/apt,87,1,28,2021-03-14,0.40,1,30
8776062,"Single, warm, cosy, inviting bedroom",46005110,Liza,,Brislington East,51.45298,-2.54437,Private room,30,4,18,2019-10-31,0.27,1,356
8862690,Comfy Double Room in Southville,27540782,Sophia,,Southville,51.44463,-2.60799,Private room,38,3,9,2018-10-18,0.15,3,114
8967035,Cosy apartment close to city centre,46861775,Kath And Hamish,,Knowle,51.43207,-2.56314,Entire home/apt,50,2,123,2020-09-27,1.78,1,263
8967044,Quirky family home with view and large garden.,45271036,Clare,,Eastville,51.47761,-2.55623,Entire home/apt,235,2,29,2020-08-30,0.43,1,133
8998759,5 bed house in central east Bristol BS5,47000633,Becka,,Easton,51.45837,-2.55906,Entire home/apt,105,4,28,2017-01-06,0.58,2,98
9311416,Small quiet room overlooking garden,32885609,Jill,,Southmead,51.50014,-2.60741,Private room,30,1,79,2018-05-10,1.91,3,283
9328461,In the heart of Easton,48415432,Loz,,Easton,51.46764,-2.56464,Private room,28,1,65,2017-10-22,1.06,1,33
9345415,Relaxing room in Easton,43412115,Paul,,Easton,51.46584,-2.56236,Private room,27,1,97,2019-04-24,1.55,1,156
9389393,Spacious ensuite loft room with views & breakfast,7537771,Pommy,,Eastville,51.47598,-2.54762,Private room,55,1,70,2017-07-13,1.14,2,63
9399571,Holiday House in Clifton Bristol UK,48697404,Joanna,,Clifton Down,51.4674,-2.61295,Entire home/apt,157,2,109,2019-08-11,2.19,1,214
9408981,"Double loft room, Bristol",48788064,Sheila,,Westbury-on-Trym & Henleaze,51.4929,-2.61328,Private room,38,1,226,2019-09-30,3.83,2,227
9521652,"Studio,  Old City Centre",27954975,Johnie,,Central,51.4544,-2.59404,Entire home/apt,65,2,252,2021-03-25,4.21,3,316
9559959,Cosy courtyard studio near Bristol Harbourside,43800815,Olivia,,Southville,51.44177,-2.59967,Entire home/apt,59,1,418,2021-05-07,8.70,3,127
9598461,Welsh Back – In the Bristol's heart,34880118,Giuseppe,,Central,51.45141,-2.59257,Private room,47,90,4,2016-04-01,0.06,1,149
9703291,Private Room near Temple Meads,23713368,Harry,,Lawrence Hill,51.45393,-2.57775,Private room,48,2,49,2017-12-20,1.05,1,165
9751748,"Second Double Loft, Bristol.",48788064,Sheila,,Westbury-on-Trym & Henleaze,51.49518,-2.61122,Private room,36,1,6,2019-09-22,0.09,2,196
9899518,"Guest suite. Double bed, free parking, nr. Clifton",130292748,Margaret,,Stoke Bishop,51.47149,-2.63838,Entire home/apt,65,2,107,2019-02-23,1.79,1,73
9905613,Super Comfortable Double Bedroom in Redland,19047046,Maria,,Cotham,51.46908,-2.6081,Private room,50,1,71,2019-11-03,2.04,1,136
9994005,"Amazing Bedsit off Glouc Rd, breakfast & bathroom.",18847816,Alison,,Bishopston & Ashley Down,51.48624,-2.58871,Private room,50,2,85,2016-10-30,3.85,2,157
10084839,Beautiful victorian family house - free parking,17045922,Martin,,Ashley,51.47397,-2.58652,Entire home/apt,300,5,19,2018-08-06,0.32,1,292
10226253,Double bed & sofa bed in friendly home,43414173,Jud,,Lawrence Hill,51.46695,-2.56771,Private room,38,1,47,2016-07-08,0.78,1,196
10261054,"Beautiful, period flat in Clifton",15191883,Pablo,,Clifton,51.45487,-2.61374,Entire home/apt,90,7,41,2019-03-26,0.83,1,102
10267156,"Cosy Single room nr Gloucester Rd, share bathroom.",18847816,Alison,,Bishopston & Ashley Down,51.48522,-2.58819,Private room,40,2,66,2021-07-10,1.01,2,345
10273706,Single/Dbl room 15 mins walk to Southmead Hospital,32885609,Jill,,Southmead,51.50037,-2.60615,Private room,30,1,78,2021-05-02,3.99,3,271
10338400,Lovely 2 Double Bedroom Garden Flat,53204091,Jo,,Cotham,51.46919,-2.60552,Entire home/apt,100,3,104,2019-04-03,2.28,1,22
10576200,Stylish apartment with the best view in Bristol,54559330,Sam,,Ashley,51.47166,-2.58064,Entire home/apt,104,4,35,2021-04-16,1.29,1,221
10604670,Bristol Serviced Lettings 1 bed,47825852,Olga,,Lawrence Hill,51.46004,-2.5728,Entire home/apt,65,2,10,2021-07-02,0.15,3,338
10604998,Bristol Serviced Lettings 1 bed,47825852,Olga,,Lawrence Hill,51.46111,-2.57282,Entire home/apt,96,2,3,2021-04-17,0.15,3,348
10605969,Bristol Serviced Lettings 2 Bedroom,47825852,Olga,,Lawrence Hill,51.46078,-2.5748,Entire home/apt,139,2,2,2017-02-17,0.03,3,339
10666028,Charming Apartment - Quiet Spot near City Centre,36464455,Lucy,,Cotham,51.46691,-2.59996,Entire home/apt,130,4,107,2020-09-21,1.77,1,324
11086498,Totterdown double room near Temple Mead's Station,7852250,Tim,,Windmill Hill,51.44431,-2.58044,Private room,53,2,68,2021-06-19,2.61,2,248
11129281,Home from Home Spacious Sunny Flat,3628003,Miltos,,Redland,51.47588,-2.60838,Entire home/apt,120,1,91,2016-07-09,1.40,2,105
11255331,4th floor contemporary apartment,58731668,Briony,,Central,51.46104,-2.60168,Entire home/apt,75,2,89,2019-08-18,1.61,1,281
11264516,Clifton - Georgian townhouse for up to 9 guests,6386989,Anne + Iain,,Clifton,51.45139,-2.62042,Entire home/apt,425,3,26,2018-12-27,0.42,2,8
11311871,"Entire garden flat, Clifton",20787677,Candia,,Clifton,51.45319,-2.61554,Entire home/apt,90,4,164,2020-10-21,2.77,1,138
11395576,Double bedroom with ensuite bath,33801004,Jessica,,Bedminster,51.44094,-2.60298,Private room,35,100,29,2016-06-14,0.45,1,179
11451676,Bohemian Georgian Luxury in Centre,18414383,Jess,,Hotwells & Harbourside,51.45382,-2.60406,Private room,61,4,33,2018-06-29,0.59,2,165
11529140,Spacious room with private bathroom in Southville,60676521,Sharon,,Southville,51.44268,-2.60575,Private room,37,2,196,2019-02-21,3.21,2,351
11543241,Lovely Sunny Apartment.Great Views.Clifton Village,60902114,Quentin,,Clifton,51.4564,-2.61666,Entire home/apt,132,2,115,2018-10-20,4.79,1,25
11620357,Stunning apartment in great location,61538404,Lindon,,Cotham,51.46514,-2.60184,Entire home/apt,125,4,32,2019-05-25,0.60,3,134
11655698,"Rear Garden View, Large Bedroom with King Size Bed",53473700,Jon,,Brislington West,51.43775,-2.55833,Private room,34,4,41,2018-10-17,0.71,1,319
11864632,Comfortable and Clean Flat - Great Location,10680012,Cath,,Ashley,51.47115,-2.59157,Entire home/apt,76,1,588,2020-08-09,9.77,1,311
11870221,Beautiful Georgian apartment in Clifton village,63283559,Joanna,,Clifton,51.45392,-2.62261,Entire home/apt,147,3,39,2019-12-27,0.65,1,17
12100361,Sophie & Dan's spare room,45263904,Sophie,,St George West,51.4592,-2.54942,Private room,27,10,18,2020-09-06,0.28,1,105
12124943,"Southville, Bristol - beautiful double room",60676521,Sharon,,Southville,51.44429,-2.60625,Private room,43,4,154,2018-05-06,3.22,2,359
12162237,Beautiful room at a perfect location in Clifton,40318076,Nectaria,,Clifton,51.45649,-2.61418,Private room,50,1,0,,,1,0
12163884,"178 St Michaels Hill, modern stylish house",35883565,Tamsin,,Central,51.46142,-2.60356,Private room,80,3,8,2018-03-30,0.22,1,75
12187361,2 Bedroom House 10 mins from the centre. St Judes,65499435,Brett,,Lawrence Hill,51.45941,-2.57554,Entire home/apt,116,1,372,2019-10-20,5.91,2,313
12203726,The Cottages - 2bed 2bath  Apartment  w. Terrace,65619563,Charlotte,,Clifton,51.45367,-2.61861,Entire home/apt,99,1,94,2019-08-20,1.47,2,287
12818529,Room  with comfortable sofa-bed in friendly  home,9266236,Catherine,,Bishopston & Ashley Down,51.48478,-2.58968,Private room,30,2,9,2019-10-27,0.25,2,4
12828793,Guest floor A: 2 rooms & kitchenette in Totterdown,18879799,Katherine & Suresh,,Windmill Hill,51.44042,-2.57154,Entire home/apt,76,1,250,2019-09-23,4.04,2,61
12840625,"Comfy Double Room in Westbury Park, Bristol",7688678,Jo,,Westbury-on-Trym & Henleaze,51.47773,-2.60986,Private room,65,1,48,2017-11-30,0.99,2,134
12987193,5* Hotel Quality Living - 10mins from City,65463753,Kiron,,Henbury & Brentry,51.50531,-2.61259,Entire home/apt,574,1,88,2020-03-08,1.44,3,102
12999409,Double Room 2.,57242974,John,,Eastville,51.4748,-2.55877,Private room,23,5,39,2019-10-12,0.68,4,35
13037490,Beautiful Spacious Home From Home,3628003,Miltos,,Westbury-on-Trym & Henleaze,51.47725,-2.61101,Private room,95,1,60,2017-07-25,1.01,2,74
13041518,"Fab flat, fab location, fab views!",15361063,Inge,,Cotham,51.4623,-2.59361,Entire home/apt,80,4,17,2018-02-04,0.40,1,227
13086182,Vintage Style room in Bristol city centre (33),54503007,Patrick,,Central,51.45486,-2.59284,Private room,44,1,156,2019-06-25,4.93,7,303
13119191,A Sunny Room In Montpelier,11413122,Tony,,Ashley,51.46714,-2.58716,Private room,32,3,86,2019-02-24,1.41,3,227
13133203,modern gem,20522861,Peter,,Avonmouth & Lawrence Weston,51.49722,-2.64567,Entire home/apt,129,4,0,,,2,309
13230383,5* Reviews Large Stunning House *Friends &Families,66549798,Hannah,,Ashley,51.47476,-2.58334,Entire home/apt,385,1,169,2020-02-23,4.82,3,94
13237892,Guest floor B: 2 rooms & kitchenette in Totterdown,18879799,Katherine & Suresh,,Windmill Hill,51.44037,-2.5715,Entire home/apt,76,1,256,2017-11-04,4.18,2,64
13269461,Newly decorated annex with garden view,54046046,Jilly,,Bishopston & Ashley Down,51.48457,-2.59501,Entire home/apt,50,2,166,2018-05-15,3.56,1,17
13290486,Sunny & bright 1 bed flat in colourful Totterdown,74990295,Mark,,Windmill Hill,51.44231,-2.58228,Entire home/apt,66,5,228,2020-03-05,3.79,1,298
13294974,"Lovely sunny, double room with on-street parking",57939827,Charlie,,Brislington West,51.44105,-2.5529,Private room,24,2,60,2019-10-31,1.33,1,152
13476552,2 lovely double rooms in quiet home,77046591,Lucia,,Avonmouth & Lawrence Weston,51.49505,-2.65498,Private room,65,2,45,2016-06-30,0.73,3,227
13500079,Lovely double room in quiet house,77046591,Lucia,,Avonmouth & Lawrence Weston,51.49951,-2.65259,Private room,39,1,5,2019-07-21,0.09,3,198
13573568,Beautiful house full of character,65252235,Jodie,,Easton,51.45876,-2.55678,Entire home/apt,250,1,37,2019-02-24,0.62,2,24
13574823,Gorgeous double room,65252235,Jodie,,Easton,51.457,-2.55756,Private room,28,2,102,2021-04-22,1.71,2,312
13792660,Wonderful Sunny house - min.5 days,77046591,Lucia,,Avonmouth & Lawrence Weston,51.50071,-2.65221,Entire home/apt,75,5,10,2021-02-26,0.17,3,65
13843140,Cosy Stylish Bedroom near Glos Rd & Airbus,76991552,Laverne,,Horfield,51.49577,-2.58302,Private room,25,1,326,2019-10-25,5.43,1,3
13909207,Clean and comfy townhouse,75054180,Rachel,,Windmill Hill,51.44346,-2.57996,Private room,37,2,53,2021-07-08,1.15,2,42
